node_id,module,x,y,z,out_degree,pagerank,hodge,pca1,pca2,cluster
26,11,452932,230344,203160,11,0.0001684121234889,0.163420690507562,0.685036545725927,-0.9355238656661778,0
27,14,631024,181944,143760,4,8.621328704306684e-05,-0.0818525529456157,0.1264104834234319,0.8419759640817929,2
28,6,574272,121600,164760,19,0.0015533583201248,-0.4575126750833206,1.1261642901323898,0.6960279248618139,5
29,14,627648,175244,143760,8,9.552000880127393e-05,-0.1246756112860965,0.1821217817117023,0.838523034920399,2
30,8,676580,124512,157000,2,0.0001012464896387,-0.4868314376570962,0.8855227297611686,1.5150144391273035,5
31,14,633276,178280,143760,9,0.0001055989421794,-0.1630460606168221,0.1552289831043363,0.8953985340100705,2
32,40,426518,190616,74660,34,0.0173913756633526,-0.0993461447925639,-0.3227542965685024,-0.2058912628732728,8
33,14,633732,167732,143760,4,9.02582084077348e-05,-0.0969899937223314,0.2457501774038398,0.892521599915901,2
34,10,649892,160260,182320,16,0.0004520770449127,-0.148999764102424,0.6063460467289536,0.6967864923458111,8
35,20,569064,158448,172880,17,0.0006403802266186,0.2275800470930746,0.5118015858987937,-0.0849229767690256,8
36,3,390850,210910,202800,27,0.0004080284821088,-0.3572657082807119,1.2058787122698749,-0.8993659627487054,4
37,2,396608,253408,66360,13,0.000411076884414,-0.6917778558017282,-0.3220570972222989,0.3873975476222251,8
38,24,376806,200356,191220,18,0.0011557217603683,0.3176488840422135,0.8690490244936447,-1.472336085790111,0
39,3,318888,148888,155160,6,8.040160241741407e-05,0.2186830584178133,1.2409161000269917,-1.30220233903679,0
40,14,624060,169496,143760,9,9.234625234399662e-05,-0.1084130659990488,0.2210085777886411,0.8012912583279324,2
41,21,347126,254464,103600,31,0.0007645351541139,-0.235789115578109,-0.2262370763336766,-0.7394348384115257,8
42,11,420508,255918,66300,37,0.0006415547412487,0.1840831264028727,-1.1827689336355778,-0.5406880153560016,1
43,25,353184,149568,210360,58,0.0032064597504687,0.3063098146918872,1.2149986622776483,-2.003151579305284,0
44,9,591616,194436,168800,44,0.0023447758694561,0.6231458752412335,-0.3895606827656976,-0.605165006304385,8
45,13,425417,222890,52020,121,0.0002014916829567,0.9045712075109285,-2.3031232378884043,-1.811012870188402,6
46,4,401088,175232,85840,9,0.0003416242655307,-0.2732347715721594,0.3007333282437039,0.0283364202418348,8
47,9,436164,293406,91840,14,0.0025606048544519,-0.4550424260028127,-0.6435880159863996,0.1537998202781597,8
48,6,481084,188168,195060,11,0.0003074339169835,0.3999737009939106,0.7147575823796718,-0.8918995590314903,0
49,23,620116,203332,204440,8,0.0023025197297139,-0.7501487586983101,1.0343960841851474,0.9736005541557048,5
50,9,491768,148776,160880,13,0.0004324819401612,0.8208529120523207,0.3529916114576841,-0.9849409116201024,0
